#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: sprites.png (256 x 256)
# $TexturePacker:SmartUpdate:15253a3fc1b82f16d09cb7cbd372bb7e:89b5295fa0628795bf6949a580657942:784d698da94b14b4fbde70f1a521a9a9$
#

lbr02;0;223;164;15;27;15;27;0.5;0.7777777777777778
lbr10;0;127;59;26;26;26;26;0.5;0.7692307692307693
lbr11;0;201;1;29;27;29;27;0.5;0.7777777777777778
lbr12;0;139;30;29;27;29;27;0.5;0.7777777777777778
lbr20;0;240;164;15;27;15;27;0.5;0.7777777777777778
lbr21;0;35;193;15;27;15;27;0.5;0.7777777777777778
lbr22;0;37;222;15;27;15;27;0.5;0.7777777777777778
ld0;0;235;103;15;30;15;30;0.5;0.8
ld1;0;154;142;15;26;15;26;0.5;0.8076923076923077
ld2;0;85;64;11;22;11;22;0.5;0.8181818181818182
ld3;0;127;35;7;17;7;17;0.5;0.8235294117647058
lg00;0;52;193;15;27;15;27;0.5;0.7777777777777778
lg01;0;54;222;15;27;15;27;0.5;0.7777777777777778
lg02;0;69;193;15;27;15;27;0.5;0.7777777777777778
lg10;0;99;63;26;26;26;26;0.5;0.7692307692307693
lg11;0;170;30;29;27;29;27;0.5;0.7777777777777778
lg12;0;201;30;29;27;29;27;0.5;0.7777777777777778
lg20;0;71;222;15;27;15;27;0.5;0.7777777777777778
lg21;0;86;193;15;27;15;27;0.5;0.7777777777777778
lg22;0;103;127;15;27;15;27;0.5;0.7777777777777778
lp00;0;88;222;15;27;15;27;0.5;0.7777777777777778
lp01;0;103;193;15;27;15;27;0.5;0.7777777777777778
lp02;0;105;222;15;27;15;27;0.5;0.7777777777777778
lp10;0;37;64;26;26;26;26;0.5;0.7692307692307693
lp11;0;37;35;29;27;29;27;0.5;0.7777777777777778
lp12;0;68;35;29;27;29;27;0.5;0.7777777777777778
lp20;0;120;193;15;27;15;27;0.5;0.7777777777777778
lp21;0;122;222;15;27;15;27;0.5;0.7777777777777778
lp22;0;137;193;15;27;15;27;0.5;0.7777777777777778
p00;0;137;142;15;22;15;22;0.5;0.7272727272727273
p01;0;120;152;15;22;15;22;0.5;0.7272727272727273
p02;0;137;166;15;22;15;22;0.5;0.7272727272727273
p10;0;65;64;18;22;18;22;0.6111111111111112;0.7272727272727273
p11;0;139;222;15;22;15;22;0.5;0.7272727272727273
p12;0;154;193;15;22;15;22;0.5;0.7272727272727273
p20;0;74;127;15;22;15;22;0.5;0.7272727272727273
p21;0;55;129;15;22;15;22;0.5;0.7272727272727273
p22;0;35;132;15;22;15;22;0.5;0.7272727272727273
pd0;0;232;45;20;20;20;20;0.5;0.8
pd1;0;232;24;22;19;22;19;0.5;0.8421052631578947
pd2;0;232;1;22;21;22;21;0.5;0.7619047619047619
pm00;0;154;170;15;20;15;20;0.5;1.25
pm01;0;154;170;15;20;15;20;0.5;1.25
pm02;0;154;170;15;20;15;20;0.5;1.25
pm10;0;37;92;17;20;17;20;0.8235294117647058;1.25
pm11;0;65;88;17;21;17;21;0.8235294117647058;1.1904761904761905
pm12;0;65;88;17;21;17;21;0.8235294117647058;1.1904761904761905
pm20;0;72;151;15;20;15;20;0.5;1.35
pm21;0;72;151;15;20;15;20;0.5;1.35
pm22;0;72;151;15;20;15;20;0.5;1.35
wall;0;102;109;16;16;16;16;0.5;0.5
wallblown0;0;56;111;16;16;16;16;0.5;0.5
wallblown1;0;37;114;16;16;16;16;0.5;0.5
wallblown2;0;163;95;16;16;16;16;0.5;0.5
wallblown3;0;181;95;16;15;16;16;0.5;0.5333333333333333
wallblown4;0;199;111;16;14;16;16;0.5;0.5
wallblown5;0;181;112;16;13;16;16;0.5;0.5384615384615384
